id,backbone,reference_image,reference_patch,option_cos_image,option_cos_patch,option_l2_image,option_l2_patch,option_cos_act_vals,option_cos_act_percs,option_l2_act_vals,option_l2_act_percs
row0_img_idx356_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/120.Fox_Sparrow/Fox_Sparrow_0058_114789.jpg,"[189, 99, 318, 184]",train_cropped/120.Fox_Sparrow/Fox_Sparrow_0077_114944.jpg,"[180, 111, 265, 203]",train_cropped/149.Brown_Thrasher/Brown_Thrasher_0069_155151.jpg,"[96, 74, 200, 236]",0.9535901546478271,100.0,2.441447257995605,99.66329956054688
row0_img_idx24_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/009.Brewer_Blackbird/Brewer_Blackbird_0064_2290.jpg,"[58, 38, 132, 121]",train_cropped/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0112_33841.jpg,"[94, 36, 144, 86]",train_cropped/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0082_33488.jpg,"[55, 88, 141, 146]",0.8989995121955872,99.49494934082033,2.2267215251922607,98.1481475830078
row0_img_idx314_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/105.Whip_poor_Will/Whip_Poor_Will_0050_796415.jpg,"[129, 73, 204, 139]",train_cropped/022.Chuck_will_Widow/Chuck_Will_Widow_0043_797001.jpg,"[59, 66, 158, 134]",train_cropped/022.Chuck_will_Widow/Chuck_Will_Widow_0050_22750.jpg,"[218, 91, 479, 174]",0.7574266195297241,98.82154846191406,1.682960867881775,98.82154846191406
row0_img_idx111_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0069_29603.jpg,"[199, 68, 313, 137]",train_cropped/038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0068_29416.jpg,"[80, 101, 187, 171]",train_cropped/040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0064_30485.jpg,"[98, 0, 171, 145]",0.880824089050293,100.0,3.206595659255981,99.83164978027344
row0_img_idx418_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/141.Artic_Tern/Artic_Tern_0111_143101.jpg,"[22, 75, 58, 110]",train_cropped/147.Least_Tern/Least_Tern_0037_153637.jpg,"[39, 27, 114, 59]",train_cropped/144.Common_Tern/Common_Tern_0100_149541.jpg,"[60, 82, 188, 170]",0.94277685880661,99.83164978027344,2.727123975753784,100.0
row0_img_idx319_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/107.Common_Raven/Common_Raven_0078_101148.jpg,"[112, 50, 169, 128]",train_cropped/030.Fish_Crow/Fish_Crow_0024_26064.jpg,"[85, 31, 129, 64]",train_cropped/027.Shiny_Cowbird/Shiny_Cowbird_0075_24335.jpg,"[58, 0, 173, 133]",0.9608020782470704,100.0,2.546055316925049,99.83164978027344
row0_img_idx114_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/039.Least_Flycatcher/Least_Flycatcher_0034_30151.jpg,"[71, 28, 108, 92]",train_cropped/155.Warbling_Vireo/Warbling_Vireo_0132_158420.jpg,"[73, 85, 126, 177]",train_cropped/039.Least_Flycatcher/Least_Flycatcher_0021_30355.jpg,"[65, 0, 99, 156]",0.7890558838844299,99.66329956054688,1.784568428993225,99.83164978027344
row0_img_idx545_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/184.Louisiana_Waterthrush/Louisiana_Waterthrush_0001_795271.jpg,"[42, 33, 128, 95]",train_cropped/196.House_Wren/House_Wren_0011_187547.jpg,"[44, 74, 100, 136]",train_cropped/148.Green_tailed_Towhee/Green_Tailed_Towhee_0039_154802.jpg,"[64, 58, 123, 139]",0.8574965000152588,99.83164978027344,1.891132950782776,100.0
row0_img_idx147_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/050.Eared_Grebe/Eared_Grebe_0025_34344.jpg,"[30, 33, 78, 64]",train_cropped/050.Eared_Grebe/Eared_Grebe_0020_34131.jpg,"[69, 90, 149, 166]",train_cropped/050.Eared_Grebe/Eared_Grebe_0017_34139.jpg,"[21, 59, 101, 100]",0.836543619632721,99.32659912109376,1.710108995437622,99.83164978027344
row0_img_idx484_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/163.Cape_May_Warbler/Cape_May_Warbler_0103_162972.jpg,"[37, 30, 99, 68]",train_cropped/163.Cape_May_Warbler/Cape_May_Warbler_0108_163108.jpg,"[226, 42, 310, 81]",train_cropped/099.Ovenbird/Ovenbird_0064_93208.jpg,"[106, 145, 160, 254]",0.8866251111030579,99.83164978027344,2.2172365188598637,100.0
row0_img_idx380_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/128.Seaside_Sparrow/Seaside_Sparrow_0047_796520.jpg,"[88, 45, 134, 90]",train_cropped/199.Winter_Wren/Winter_Wren_0117_189999.jpg,"[82, 94, 169, 162]",train_cropped/067.Anna_Hummingbird/Anna_Hummingbird_0047_56049.jpg,"[50, 95, 112, 131]",0.7305817604064941,99.1582489013672,1.6186232566833496,99.49494934082033
row0_img_idx546_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/184.Louisiana_Waterthrush/Louisiana_Waterthrush_0025_177403.jpg,"[72, 23, 119, 59]",train_cropped/183.Northern_Waterthrush/Northern_Waterthrush_0049_177173.jpg,"[161, 53, 268, 103]",train_cropped/183.Northern_Waterthrush/Northern_Waterthrush_0011_177311.jpg,"[172, 65, 254, 115]",0.9440692663192748,100.0,2.8283517360687256,100.0
row0_img_idx80_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/027.Shiny_Cowbird/Shiny_Cowbird_0040_24379.jpg,"[77, 50, 126, 135]",train_cropped/027.Shiny_Cowbird/Shiny_Cowbird_0010_24439.jpg,"[21, 25, 57, 71]",train_cropped/009.Brewer_Blackbird/Brewer_Blackbird_0035_2611.jpg,"[117, 44, 248, 87]",0.915580689907074,99.83164978027344,2.5502822399139404,100.0
row0_img_idx30_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/011.Rusty_Blackbird/Rusty_Blackbird_0032_6611.jpg,"[82, 35, 144, 81]",train_cropped/019.Gray_Catbird/Gray_Catbird_0134_20596.jpg,"[39, 48, 139, 98]",train_cropped/011.Rusty_Blackbird/Rusty_Blackbird_0054_6676.jpg,"[36, 90, 133, 173]",0.7162744402885437,99.1582489013672,1.843856692314148,99.66329956054688
row0_img_idx268_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/090.Red_breasted_Merganser/Red_Breasted_Merganser_0054_79542.jpg,"[47, 48, 124, 93]",train_cropped/090.Red_breasted_Merganser/Red_Breasted_Merganser_0040_79207.jpg,"[238, 89, 407, 124]",train_cropped/036.Northern_Flicker/Northern_Flicker_0091_28799.jpg,"[24, 44, 88, 120]",0.8033885359764099,99.83164978027344,2.2417781352996826,100.0
row0_img_idx325_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/109.American_Redstart/American_Redstart_0071_103266.jpg,"[191, 112, 294, 173]",train_cropped/109.American_Redstart/American_Redstart_0013_103677.jpg,"[58, 58, 150, 109]",train_cropped/109.American_Redstart/American_Redstart_0111_102945.jpg,"[0, 36, 61, 101]",0.9192700982093812,100.0,2.439476490020752,100.0
row0_img_idx10_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/004.Groove_billed_Ani/Groove_Billed_Ani_0056_1493.jpg,"[159, 48, 227, 132]",train_cropped/004.Groove_billed_Ani/Groove_Billed_Ani_0032_1776.jpg,"[59, 59, 109, 148]",train_cropped/004.Groove_billed_Ani/Groove_Billed_Ani_0069_1546.jpg,"[213, 41, 308, 135]",0.9092927575111388,100.0,2.3385274410247803,100.0
row0_img_idx582_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/197.Marsh_Wren/Marsh_Wren_0075_188549.jpg,"[73, 43, 129, 111]",train_cropped/128.Seaside_Sparrow/Seaside_Sparrow_0046_120768.jpg,"[178, 53, 261, 162]",train_cropped/118.House_Sparrow/House_Sparrow_0067_112913.jpg,"[125, 70, 220, 104]",0.906537652015686,100.0,2.1163127422332764,100.0
row0_img_idx307_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/103.Sayornis/Sayornis_0109_98906.jpg,"[58, 54, 156, 106]",train_cropped/152.Blue_headed_Vireo/Blue_Headed_Vireo_0011_156276.jpg,"[149, 25, 210, 69]",train_cropped/137.Cliff_Swallow/Cliff_Swallow_0044_133927.jpg,"[189, 84, 266, 161]",0.6260756254196167,96.4646453857422,1.786743402481079,98.6531982421875
row0_img_idx141_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/048.European_Goldfinch/European_Goldfinch_0003_33066.jpg,"[144, 129, 250, 197]",train_cropped/048.European_Goldfinch/European_Goldfinch_0068_33359.jpg,"[37, 40, 75, 86]",train_cropped/048.European_Goldfinch/European_Goldfinch_0008_33153.jpg,"[89, 72, 146, 107]",0.9463192820549012,100.0,2.8788375854492188,100.0
row0_img_idx82_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/028.Brown_Creeper/Brown_Creeper_0063_24724.jpg,"[20, 68, 69, 125]",train_cropped/028.Brown_Creeper/Brown_Creeper_0103_24632.jpg,"[52, 50, 80, 116]",train_cropped/192.Downy_Woodpecker/Downy_Woodpecker_0044_184170.jpg,"[44, 123, 101, 231]",0.8634440302848816,100.0,1.498499870300293,99.83164978027344
row0_img_idx476_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/161.Blue_winged_Warbler/Blue_Winged_Warbler_0035_161741.jpg,"[51, 24, 112, 72]",train_cropped/177.Prothonotary_Warbler/Prothonotary_Warbler_0108_174125.jpg,"[44, 59, 157, 111]",train_cropped/047.American_Goldfinch/American_Goldfinch_0111_32022.jpg,"[0, 0, 73, 63]",0.8291222453117371,99.49494934082033,1.968517541885376,97.97979736328124
row0_img_idx572_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/193.Bewick_Wren/Bewick_Wren_0050_184919.jpg,"[53, 50, 124, 96]",train_cropped/178.Swainson_Warbler/Swainson_Warbler_0018_174715.jpg,"[128, 83, 189, 135]",train_cropped/193.Bewick_Wren/Bewick_Wren_0047_184707.jpg,"[36, 111, 109, 178]",0.8921709060668945,100.0,2.182241439819336,100.0
row0_img_idx305_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/102.Western_Wood_Pewee/Western_Wood_Pewee_0068_98024.jpg,"[110, 50, 175, 128]",train_cropped/102.Western_Wood_Pewee/Western_Wood_Pewee_0008_795043.jpg,"[49, 47, 89, 119]",train_cropped/040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0064_30485.jpg,"[98, 0, 171, 145]",0.8932214975357056,99.83164978027344,2.740419626235962,99.66329956054688
row0_img_idx170_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0077_39613.jpg,"[195, 84, 334, 139]",train_cropped/057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0012_39149.jpg,"[36, 68, 106, 155]",train_cropped/057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0012_39149.jpg,"[43, 90, 126, 159]",0.8397077918052673,99.83164978027344,2.3769209384918213,100.0
row0_img_idx243_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/082.Ringed_Kingfisher/Ringed_Kingfisher_0016_73029.jpg,"[39, 34, 112, 63]",train_cropped/103.Sayornis/Sayornis_0076_98941.jpg,"[198, 73, 311, 138]",train_cropped/111.Loggerhead_Shrike/Loggerhead_Shrike_0052_105120.jpg,"[38, 18, 82, 60]",0.7354610562324524,98.48484802246094,1.77020525932312,98.1481475830078
row0_img_idx103_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/035.Purple_Finch/Purple_Finch_0032_27305.jpg,"[228, 73, 366, 133]",train_cropped/035.Purple_Finch/Purple_Finch_0114_27837.jpg,"[30, 57, 95, 99]",train_cropped/035.Purple_Finch/Purple_Finch_0048_27670.jpg,"[92, 34, 142, 96]",0.9471301436424256,99.83164978027344,3.2894816398620605,99.83164978027344
row0_img_idx136_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/046.Gadwall/Gadwall_0083_30959.jpg,"[181, 35, 289, 60]",train_cropped/046.Gadwall/Gadwall_0035_30985.jpg,"[199, 45, 287, 82]",train_cropped/046.Gadwall/Gadwall_0034_31212.jpg,"[101, 81, 149, 120]",0.8819922208786011,99.66329956054688,2.525512218475342,99.66329956054688
row0_img_idx435_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/147.Least_Tern/Least_Tern_0038_153087.jpg,"[150, 95, 287, 141]",train_cropped/141.Artic_Tern/Artic_Tern_0122_142448.jpg,"[132, 75, 236, 139]",train_cropped/144.Common_Tern/Common_Tern_0025_147728.jpg,"[63, 128, 114, 190]",0.939819037914276,100.0,2.9546380043029785,100.0
row0_img_idx59_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0044_22106.jpg,"[116, 29, 165, 79]",train_cropped/020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0068_21860.jpg,"[47, 40, 75, 121]",train_cropped/020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0005_21828.jpg,"[0, 0, 70, 79]",0.9158146381378174,100.0,2.805006742477417,100.0
row0_img_idx121_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0077_41688.jpg,"[241, 22, 326, 57]",train_cropped/041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0026_41774.jpg,"[30, 0, 70, 54]",train_cropped/040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0009_796885.jpg,"[47, 0, 71, 157]",0.6460442543029785,98.6531982421875,1.7101938724517822,98.98989868164062
row0_img_idx318_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/107.Common_Raven/Common_Raven_0001_101213.jpg,"[173, 82, 288, 184]",train_cropped/107.Common_Raven/Common_Raven_0079_101100.jpg,"[53, 45, 126, 119]",train_cropped/029.American_Crow/American_Crow_0074_25350.jpg,"[82, 0, 242, 112]",0.940098226070404,99.83164978027344,3.153838872909546,99.83164978027344
row0_img_idx150_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/051.Horned_Grebe/Horned_Grebe_0006_34718.jpg,"[145, 62, 239, 96]",train_cropped/051.Horned_Grebe/Horned_Grebe_0099_34989.jpg,"[151, 50, 232, 93]",train_cropped/046.Gadwall/Gadwall_0034_31212.jpg,"[101, 81, 149, 120]",0.8346401453018188,99.66329956054688,2.153428792953491,99.1582489013672
row0_img_idx67_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/023.Brandt_Cormorant/Brandt_Cormorant_0038_23110.jpg,"[52, 57, 97, 129]",train_cropped/023.Brandt_Cormorant/Brandt_Cormorant_0067_23352.jpg,"[126, 120, 236, 222]",train_cropped/046.Gadwall/Gadwall_0071_31655.jpg,"[98, 20, 176, 49]",0.8743506073951721,100.0,2.0611331462860107,99.32659912109376
row0_img_idx472_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/159.Black_and_white_Warbler/Black_And_White_Warbler_0117_160369.jpg,"[32, 59, 89, 113]",train_cropped/159.Black_and_white_Warbler/Black_And_White_Warbler_0031_160773.jpg,"[28, 39, 68, 68]",train_cropped/159.Black_and_white_Warbler/Black_And_White_Warbler_0031_160773.jpg,"[19, 59, 52, 101]",0.8877814412117004,99.66329956054688,2.5153634548187256,99.83164978027344
row0_img_idx396_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/133.White_throated_Sparrow/White_Throated_Sparrow_0123_129009.jpg,"[40, 43, 142, 89]",train_cropped/133.White_throated_Sparrow/White_Throated_Sparrow_0113_128936.jpg,"[58, 85, 105, 183]",train_cropped/130.Tree_Sparrow/Tree_Sparrow_0122_123927.jpg,"[173, 110, 306, 237]",0.9265986680984496,100.0,2.5164806842803955,100.0
row0_img_idx246_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0049_73420.jpg,"[78, 40, 124, 101]",train_cropped/083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0103_73316.jpg,"[79, 64, 153, 121]",train_cropped/083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0088_73386.jpg,"[122, 60, 186, 152]",0.7451799511909485,99.83164978027344,1.9860053062438965,99.83164978027344
row0_img_idx258_neat-cloud_neat-cloud_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/087.Mallard/Mallard_0020_76239.jpg,"[0, 48, 124, 95]",train_cropped/087.Mallard/Mallard_0114_76924.jpg,"[80, 83, 214, 135]",train_cropped/087.Mallard/Mallard_0111_76722.jpg,"[209, 0, 270, 132]",0.8861265182495117,99.83164978027344,3.544963359832764,99.66329956054688
row1_img_idx507_cheeky-unicorn_cheeky-unicorn_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/171.Myrtle_Warbler/Myrtle_Warbler_0050_166820.jpg,"[59, 55, 158, 113]",train_cropped/171.Myrtle_Warbler/Myrtle_Warbler_0069_166914.jpg,"[51, 26, 86, 67]",train_cropped/171.Myrtle_Warbler/Myrtle_Warbler_0104_166829.jpg,"[0, 64, 83, 96]",0.8541517853736877,99.66329956054688,3.190176010131836,100.0
row1_img_idx564_cheeky-unicorn_cheeky-unicorn_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/190.Red_cockaded_Woodpecker/Red_Cockaded_Woodpecker_0059_794709.jpg,"[37, 59, 73, 131]",train_cropped/190.Red_cockaded_Woodpecker/Red_Cockaded_Woodpecker_0023_794701.jpg,"[37, 75, 96, 200]",train_cropped/190.Red_cockaded_Woodpecker/Red_Cockaded_Woodpecker_0039_794736.jpg,"[34, 61, 71, 109]",0.912464439868927,100.0,3.138246297836304,100.0
row1_img_idx442_cheeky-unicorn_cheeky-unicorn_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/149.Brown_Thrasher/Brown_Thrasher_0112_155183.jpg,"[147, 61, 235, 139]",train_cropped/149.Brown_Thrasher/Brown_Thrasher_0034_155139.jpg,"[162, 39, 235, 130]",train_cropped/149.Brown_Thrasher/Brown_Thrasher_0069_155151.jpg,"[96, 74, 200, 236]",0.9004143476486206,99.83164978027344,2.9916412830352783,100.0
row1_img_idx155_cheeky-unicorn_cheeky-unicorn_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/052.Pied_billed_Grebe/Pied_Billed_Grebe_0096_35579.jpg,"[92, 53, 156, 82]",train_cropped/046.Gadwall/Gadwall_0001_31235.jpg,"[57, 36, 150, 65]",train_cropped/046.Gadwall/Gadwall_0071_31655.jpg,"[98, 20, 176, 49]",0.7930231690406799,98.98989868164062,1.6422412395477295,98.48484802246094
row1_img_idx435_cheeky-unicorn_cheeky-unicorn_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/147.Least_Tern/Least_Tern_0038_153087.jpg,"[152, 98, 287, 144]",train_cropped/145.Elegant_Tern/Elegant_Tern_0064_150822.jpg,"[118, 221, 232, 387]",train_cropped/144.Common_Tern/Common_Tern_0025_147728.jpg,"[63, 128, 114, 190]",0.9544355869293212,100.0,2.9546380043029785,100.0
row1_img_idx471_cheeky-unicorn_cheeky-unicorn_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/159.Black_and_white_Warbler/Black_And_White_Warbler_0060_160764.jpg,"[141, 52, 280, 116]",train_cropped/159.Black_and_white_Warbler/Black_And_White_Warbler_0051_160603.jpg,"[73, 21, 114, 54]",train_cropped/159.Black_and_white_Warbler/Black_And_White_Warbler_0031_160773.jpg,"[19, 59, 52, 101]",0.8413646221160889,99.83164978027344,2.1298277378082275,99.66329956054688
row1_img_idx527_cheeky-unicorn_cheeky-unicorn_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/178.Swainson_Warbler/Swainson_Warbler_0023_174717.jpg,"[88, 76, 145, 119]",train_cropped/193.Bewick_Wren/Bewick_Wren_0132_184906.jpg,"[271, 50, 439, 127]",train_cropped/198.Rock_Wren/Rock_Wren_0111_189443.jpg,"[125, 62, 275, 95]",0.8706478476524353,99.66329956054688,1.9433263540267944,100.0
row1_img_idx301_cheeky-unicorn_cheeky-unicorn_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/101.White_Pelican/White_Pelican_0037_95570.jpg,"[122, 10, 220, 100]",train_cropped/059.California_Gull/California_Gull_0008_40942.jpg,"[90, 19, 128, 80]",train_cropped/062.Herring_Gull/Herring_Gull_0052_46810.jpg,"[0, 0, 153, 144]",0.8778515458106995,99.66329956054688,2.533824920654297,99.32659912109376
row1_img_idx203_cheeky-unicorn_cheeky-unicorn_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0110_57851.jpg,"[128, 46, 227, 110]",train_cropped/084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0049_795440.jpg,"[105, 37, 165, 63]",train_cropped/137.Cliff_Swallow/Cliff_Swallow_0044_133927.jpg,"[189, 84, 266, 161]",0.6782708168029785,97.47474670410156,1.6593257188796997,97.47474670410156
row1_img_idx246_cheeky-unicorn_cheeky-unicorn_best_lively-temple_lively-temple_best_densenet161,densenet161,val_cropped/083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0049_73420.jpg,"[80, 41, 126, 110]",train_cropped/136.Barn_Swallow/Barn_Swallow_0017_132951.jpg,"[199, 54, 310, 101]",train_cropped/083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0088_73386.jpg,"[122, 60, 186, 152]",0.8614345192909241,99.83164978027344,1.9860053062438965,99.83164978027344
